name,hanja,category,meaning,initial
하윤,眞基,Love,Warmth that embraces the world,W
하은,賢潾,Light,Purity that brightens hearts,O
하윤,順成,Hope,Promise of brighter days,E
아린,映弼,Joy,Happiness that inspires others,P
유진,善炫,Growth,Evolution through patience,N
하린,眞周,Harmony,Balance of light and reflection,V
아린,希泰,Love,Warmth that embraces the world,H
지민,星賢,Beauty,Natural charm of serenity,S
하린,恩榮,Wisdom,Grace that enlightens the heart,L
소연,柔哲,Strength,Courage wrapped in gentleness,E
다연,柔周,Kindness,Empathy that heals others,G
서연,心昊,Peace,Tranquility that soothes the soul,T
하린,賢民,Growth,Endless potential unfolding,T
다연,潤永,Peace,Tranquility that soothes the soul,W
하은,恩榮,Wisdom,Grace that enlightens the heart,V
민지,恩基,Beauty,Grace shining like sunlight,K
지민,希宰,Faith,Devotion that strengthens the soul,C
다연,娜浩,Kindness,Empathy that heals others,U
소연,美賢,Joy,Delight that fills the heart,Y
지수,柔勇,Growth,Journey of self-discovery,R
예빈,善昊,Kindness,A gentle and caring soul,F
유진,慧榮,Peace,Serenity of the gentle mind,M
지수,賢民,Faith,Belief that never falters,K
다인,柔鎭,Love,Heart filled with compassion,C
서윤,映宰,Faith,Devotion that strengthens the soul,Q
서윤,心宇,Harmony,Balance of light and reflection,L
예빈,映俊,Kindness,Empathy that heals others,Y
예빈,瑛宰,Beauty,Grace shining like sunlight,P
유나,潾泰,Beauty,Natural charm of serenity,N
하린,希賢,Strength,Inner resilience and confidence,K
아린,恩弼,Wisdom,Understanding beyond words,V
소연,彩允,Wisdom,Understanding beyond words,P
지수,雅弼,Hope,Endless faith in tomorrow,D
지수,瑛賢,Harmony,Unity of the great world,W
수빈,雅俊,Joy,Delight that fills the heart,Q
다혜,京炫,Love,Pure affection and kindness,L
채원,映榮,Peace,Calmness in every breath,U
하윤,心榮,Strength,Inner resilience and confidence,C
유나,潤燦,Growth,Endless potential unfolding,Q
서윤,星鎭,Joy,Happiness that inspires others,A
서윤,善成,Kindness,A gentle and caring soul,S
아린,眞永,Harmony,Unity of the great world,R
유나,娜泰,Strength,Inner resilience and confidence,D
하은,雅信,Faith,Belief that never falters,T
다인,善燦,Hope,Endless faith in tomorrow,M
하은,柔俊,Faith,Belief that never falters,Q
민지,順永,Love,Pure affection and kindness,N
나연,賢俊,Strength,Enduring calm power,H
유나,潾浩,Faith,Belief that never falters,I
민지,智浩,Beauty,Elegance born from kindness,S
지민,潾勇,Beauty,Grace shining like sunlight,N
다연,慧賢,Kindness,Generosity in spirit,U
다연,花成,Hope,Promise of brighter days,D
유진,雅泰,Kindness,Generosity in spirit,Q
예빈,美昊,Wisdom,Understanding beyond words,I
채원,希基,Strength,Enduring calm power,S
서윤,星哲,Faith,Belief that never falters,K
서윤,智允,Joy,Delight that fills the heart,Z
아린,雅信,Light,Radiance of the inner self,J
하은,智燦,Wisdom,Grace that enlightens the heart,E
다연,瑛賢,Faith,Belief that never falters,D
채원,瑛基,Faith,Trust built from sincerity,P
채원,花浩,Joy,Happiness that inspires others,Z
다혜,潤炫,Wisdom,Grace that enlightens the heart,Y
다인,瑛浩,Wisdom,Grace that enlightens the heart,X
나연,映榮,Beauty,Elegance born from kindness,G
소연,星宇,Harmony,Balance of light and reflection,U
유나,恩成,Kindness,A gentle and caring soul,C
다혜,星燦,Wisdom,Grace that enlightens the heart,E
서연,星俊,Joy,Gratitude in simple moments,R
지수,心炫,Hope,Endless faith in tomorrow,F
서윤,善勇,Joy,Happiness that inspires others,X
아린,潤弼,Beauty,Elegance born from kindness,B
서연,智允,Beauty,Grace shining like sunlight,I
수빈,恩潾,Joy,Delight that fills the heart,V
하윤,善潾,Joy,Delight that fills the heart,Z
유진,娜賢,Hope,Promise of brighter days,I
하린,恩基,Peace,Serenity of the gentle mind,H
예빈,美宇,Peace,Calmness in every breath,X
다연,美哲,Peace,Tranquility that soothes the soul,J
유나,京鎭,Joy,Happiness that inspires others,G
다인,恩鎭,Faith,Belief that never falters,Y
하은,慧燦,Kindness,A gentle and caring soul,M
하윤,潤宇,Joy,Gratitude in simple moments,Y
예진,星永,Love,Pure affection and kindness,F
유진,潤弼,Harmony,Unity of the great world,K
수빈,星允,Light,Radiance of the inner self,I
나연,心炫,Strength,Enduring calm power,E
다인,星鎭,Faith,Devotion that strengthens the soul,O
하은,星泰,Peace,Calmness in every breath,V
서윤,善信,Wisdom,Grace that enlightens the heart,O
채원,雅勇,Love,Heart filled with compassion,R
다인,恩泰,Hope,Dream that lights the future,I
아린,恩勇,Strength,Courage wrapped in gentleness,Z
하은,柔炫,Harmony,Balance of light and reflection,N
예진,智周,Faith,Belief that never falters,Z
지민,京周,Hope,Dream that lights the future,G
지민,恩炫,Wisdom,Grace that enlightens the heart,C
지수,慧燦,Beauty,Elegance born from kindness,T
아린,智勇,Strength,Inner resilience and confidence,Y
서윤,恩永,Faith,Trust built from sincerity,K
유진,柔宰,Wisdom,Grace that enlightens the heart,P
지수,珠賢,Strength,Inner resilience and confidence,I
민지,眞宰,Wisdom,Understanding beyond words,D
채원,瑛宰,Light,Radiance of the inner self,E
지수,潤成,Peace,Serenity of the gentle mind,A
지민,美昊,Beauty,Elegance born from kindness,J
서연,善昊,Beauty,Grace shining like sunlight,P
수빈,映宇,Beauty,Grace shining like sunlight,A
민지,潾燦,Growth,Evolution through patience,L
수빈,映成,Love,Heart filled with compassion,O
나연,花潤,Harmony,Unity of the great world,H
나연,眞賢,Kindness,Empathy that heals others,R
아린,慧允,Love,Pure affection and kindness,Q
민지,慧成,Light,Radiance of the inner self,P
아린,花允,Love,Warmth that embraces the world,C
예빈,賢燦,Peace,Serenity of the gentle mind,R
예빈,美周,Love,Warmth that embraces the world,X
나연,花賢,Strength,Inner resilience and confidence,U
채원,眞潾,Strength,Inner resilience and confidence,F
소연,慧成,Joy,Gratitude in simple moments,H
예빈,彩哲,Hope,Endless faith in tomorrow,Z
하은,娜宰,Beauty,Natural charm of serenity,J
예진,花周,Peace,Calmness in every breath,Q
하윤,恩潤,Harmony,Balance of light and reflection,J
하윤,雅永,Joy,Happiness that inspires others,T
민지,賢永,Peace,Serenity of the gentle mind,U
다연,賢宰,Harmony,Balance of light and reflection,G
서윤,彩泰,Peace,Serenity of the gentle mind,H
다인,恩周,Kindness,Empathy that heals others,E
다인,智潤,Beauty,Elegance born from kindness,J
소연,彩燦,Love,Pure affection and kindness,Z
나연,慧成,Beauty,Grace shining like sunlight,M
서연,花允,Hope,Dream that lights the future,T
다연,瑛潾,Hope,Promise of brighter days,T
다혜,善弼,Beauty,Natural charm of serenity,G
다혜,智信,Light,Radiance of the inner self,O
수빈,慧成,Harmony,Unity of the great world,K
나연,慧泰,Joy,Delight that fills the heart,X
예빈,善勇,Love,Warmth that embraces the world,Y
소연,眞潤,Faith,Belief that never falters,I
유진,慧成,Growth,Endless potential unfolding,F
나연,賢燦,Hope,Promise of brighter days,A
다연,星燦,Faith,Devotion that strengthens the soul,Q
수빈,心潤,Faith,Belief that never falters,X
유나,善民,Strength,Inner resilience and confidence,I
서연,潤成,Harmony,Balance of light and reflection,K
유나,京周,Light,Purity that brightens hearts,R
예진,恩宇,Joy,Delight that fills the heart,U
예진,恩浩,Beauty,Natural charm of serenity,L
지수,慧昊,Strength,Courage wrapped in gentleness,F
아린,美賢,Love,Warmth that embraces the world,T
지수,美哲,Kindness,Empathy that heals others,D
지수,眞泰,Hope,Dream that lights the future,H
다인,潤基,Joy,Delight that fills the heart,P
민지,恩弼,Growth,Journey of self-discovery,U
소연,美潾,Peace,Tranquility that soothes the soul,N
예진,映潤,Love,Heart filled with compassion,X
예빈,雅泰,Faith,Trust built from sincerity,V
수빈,智炫,Wisdom,Grace that enlightens the heart,F
채원,慧浩,Faith,Devotion that strengthens the soul,M
다혜,映信,Peace,Tranquility that soothes the soul,W
하윤,智允,Kindness,A gentle and caring soul,X
아린,美炫,Love,Heart filled with compassion,Z
수빈,瑛周,Wisdom,Mind guided by clarity,S
소연,京燦,Growth,Evolution through patience,A
하윤,恩勇,Faith,Trust built from sincerity,K
수빈,娜宰,Hope,Endless faith in tomorrow,P
하은,眞成,Peace,Serenity of the gentle mind,Q
하은,珠哲,Faith,Trust built from sincerity,U
다인,娜潾,Strength,Courage wrapped in gentleness,G
예빈,順賢,Joy,Delight that fills the heart,O
예빈,順昊,Harmony,Balance of light and reflection,D
소연,娜宰,Faith,Trust built from sincerity,E
지민,心弼,Peace,Calmness in every breath,R
하은,智勇,Beauty,Grace shining like sunlight,G
채원,美浩,Kindness,Generosity in spirit,T
수빈,柔允,Harmony,Unity of the great world,W
예진,雅賢,Hope,Promise of brighter days,D
서윤,賢民,Harmony,Balance of light and reflection,A
유진,潾哲,Light,Radiance of the inner self,W
하린,美燦,Kindness,A gentle and caring soul,Q
서연,智炫,Growth,Evolution through patience,B
다연,映賢,Peace,Serenity of the gentle mind,T
유진,善信,Peace,Tranquility that soothes the soul,H
소연,賢永,Growth,Endless potential unfolding,G
서연,美潾,Peace,Serenity of the gentle mind,R
유나,花榮,Kindness,A gentle and caring soul,D
하린,星俊,Joy,Happiness that inspires others,Z
민지,雅勇,Peace,Tranquility that soothes the soul,S
민지,順永,Peace,Tranquility that soothes the soul,E
하린,心潤,Wisdom,Grace that enlightens the heart,A
서윤,潤潤,Joy,Delight that fills the heart,L
채원,潾成,Growth,Evolution through patience,Q
예빈,恩泰,Love,Pure affection and kindness,S
지민,瑛勇,Hope,Promise of brighter days,C
하린,瑛泰,Harmony,Balance of light and reflection,Z
다연,娜基,Strength,Enduring calm power,F
소연,潤宇,Wisdom,Mind guided by clarity,H
지수,恩俊,Faith,Belief that never falters,O
다인,珠潾,Wisdom,Grace that enlightens the heart,E
채원,潤永,Harmony,Calm coexistence with all things,O
수빈,恩永,Light,Radiance of the inner self,P
예빈,娜浩,Kindness,Generosity in spirit,D
하은,雅榮,Peace,Tranquility that soothes the soul,R
지수,潾勇,Kindness,A gentle and caring soul,O
지수,希昊,Peace,Tranquility that soothes the soul,T
채원,潾榮,Peace,Serenity of the gentle mind,J
지수,慧宰,Peace,Tranquility that soothes the soul,W
유진,星民,Faith,Belief that never falters,P
수빈,潤勇,Love,Heart filled with compassion,A
소연,星俊,Harmony,Unity of the great world,G
하윤,星炫,Light,Beacon of truth and hope,Z
다혜,潤賢,Peace,Tranquility that soothes the soul,I
지수,恩弼,Hope,Endless faith in tomorrow,E
채원,星燦,Faith,Belief that never falters,N
예진,映永,Kindness,Empathy that heals others,B
다인,眞基,Love,Heart filled with compassion,J
소연,柔宰,Joy,Delight that fills the heart,S
하윤,善哲,Wisdom,Understanding beyond words,N
다혜,瑛弼,Wisdom,Understanding beyond words,E
소연,順允,Faith,Trust built from sincerity,R
서연,瑛哲,Peace,Calmness in every breath,T
하윤,潤炫,Beauty,Elegance born from kindness,N
예빈,眞周,Kindness,Generosity in spirit,P
아린,映哲,Light,Beacon of truth and hope,G
서윤,慧榮,Hope,Dream that lights the future,E
채원,心俊,Strength,Inner resilience and confidence,D
하은,眞浩,Light,Beacon of truth and hope,B
유나,京鎭,Beauty,Elegance born from kindness,F
유나,柔周,Growth,Evolution through patience,U
다연,柔炫,Love,Warmth that embraces the world,Y
다혜,善宰,Kindness,Generosity in spirit,E
유나,京允,Wisdom,Grace that enlightens the heart,K
유나,珠燦,Love,Pure affection and kindness,E
아린,瑛民,Wisdom,Grace that enlightens the heart,D
하린,柔潾,Hope,Dream that lights the future,G
다혜,慧民,Hope,Promise of brighter days,J
아린,雅哲,Joy,Gratitude in simple moments,N
하은,恩燦,Love,Pure affection and kindness,M
민지,娜宰,Joy,Happiness that inspires others,U
지민,潾民,Wisdom,Mind guided by clarity,L
서윤,希永,Faith,Trust built from sincerity,V
서연,潾潤,Love,Pure affection and kindness,U
하은,善周,Light,Beacon of truth and hope,C
예진,智炫,Beauty,Elegance born from kindness,J
유나,恩弼,Peace,Serenity of the gentle mind,Z
민지,京哲,Faith,Devotion that strengthens the soul,X
예진,美基,Light,Radiance of the inner self,U
서윤,雅勇,Wisdom,Grace that enlightens the heart,Q
채원,映永,Beauty,Natural charm of serenity,P
다인,恩信,Beauty,Grace shining like sunlight,E
다인,柔哲,Harmony,Calm coexistence with all things,V
하린,花允,Wisdom,Mind guided by clarity,P
다인,順允,Joy,Gratitude in simple moments,O
아린,潤信,Kindness,Generosity in spirit,I
나연,眞浩,Wisdom,Mind guided by clarity,Z
지수,珠昊,Wisdom,Understanding beyond words,L
다혜,希民,Beauty,Grace shining like sunlight,Z
다혜,恩榮,Joy,Delight that fills the heart,Z
하윤,花周,Growth,Endless potential unfolding,Y
채원,雅潤,Faith,Belief that never falters,M
민지,恩民,Strength,Courage wrapped in gentleness,D
소연,智信,Growth,Journey of self-discovery,E
하린,希潤,Love,Warmth that embraces the world,U
아린,瑛哲,Harmony,Calm coexistence with all things,V
채원,智俊,Kindness,Generosity in spirit,K
하윤,潾勇,Hope,Dream that lights the future,I
하린,智潾,Peace,Calmness in every breath,M
예빈,京允,Kindness,A gentle and caring soul,H
예진,珠周,Light,Radiance of the inner self,X
예빈,柔勇,Strength,Enduring calm power,Z
지민,希俊,Hope,Dream that lights the future,I
수빈,星哲,Beauty,Grace shining like sunlight,V
유나,美民,Growth,Endless potential unfolding,J
지수,恩弼,Hope,Endless faith in tomorrow,V
다인,娜燦,Light,Radiance of the inner self,T
지수,京宰,Peace,Tranquility that soothes the soul,Q
다혜,賢潾,Peace,Calmness in every breath,H
서윤,瑛信,Joy,Happiness that inspires others,O
예빈,恩泰,Peace,Calmness in every breath,S
서연,花勇,Wisdom,Understanding beyond words,T
다연,娜宰,Light,Beacon of truth and hope,F
아린,京浩,Strength,Courage wrapped in gentleness,G
지수,星成,Kindness,Generosity in spirit,Q
민지,順炫,Harmony,Unity of the great world,O
다연,彩燦,Wisdom,Grace that enlightens the heart,W
민지,雅燦,Light,Beacon of truth and hope,R
다인,娜賢,Peace,Calmness in every breath,O
하은,心潾,Peace,Serenity of the gentle mind,P
유나,慧潾,Strength,Enduring calm power,Z
소연,珠俊,Light,Purity that brightens hearts,R
서연,善泰,Kindness,Generosity in spirit,Y
유나,映勇,Joy,Delight that fills the heart,T
소연,智俊,Growth,Journey of self-discovery,M
지수,京俊,Kindness,Generosity in spirit,A
소연,珠勇,Kindness,Empathy that heals others,I
다연,柔弼,Love,Heart filled with compassion,J
유진,潾燦,Growth,Journey of self-discovery,O
유나,眞炫,Harmony,Unity of the great world,W
민지,潾炫,Light,Beacon of truth and hope,I
다혜,眞哲,Hope,Endless faith in tomorrow,Q
하윤,星信,Love,Warmth that embraces the world,K
민지,美民,Hope,Dream that lights the future,J
다인,雅炫,Beauty,Grace shining like sunlight,S
지수,善潤,Hope,Promise of brighter days,E
채원,珠弼,Peace,Calmness in every breath,C
다연,珠燦,Harmony,Unity of the great world,W
하은,潾賢,Joy,Happiness that inspires others,N
유진,恩賢,Faith,Devotion that strengthens the soul,D
서연,心永,Beauty,Grace shining like sunlight,O
유나,智泰,Love,Pure affection and kindness,U
수빈,柔賢,Strength,Inner resilience and confidence,V
지수,珠基,Love,Pure affection and kindness,V
지민,善炫,Light,Beacon of truth and hope,I
다혜,眞俊,Light,Purity that brightens hearts,J
다연,美昊,Growth,Endless potential unfolding,B
하린,彩永,Love,Heart filled with compassion,Q
지민,彩榮,Strength,Enduring calm power,M
예빈,雅永,Harmony,Balance of light and reflection,S
아린,珠浩,Hope,Endless faith in tomorrow,Q
예진,潤勇,Light,Beacon of truth and hope,U
채원,雅宰,Joy,Delight that fills the heart,Q
소연,希信,Beauty,Grace shining like sunlight,O
채원,恩炫,Beauty,Natural charm of serenity,C
민지,恩鎭,Growth,Journey of self-discovery,V
소연,慧潾,Joy,Happiness that inspires others,N
지민,彩基,Kindness,Generosity in spirit,F
하린,恩民,Love,Warmth that embraces the world,R
지수,恩宇,Strength,Inner resilience and confidence,U
소연,潾永,Beauty,Natural charm of serenity,N
예빈,慧基,Peace,Tranquility that soothes the soul,S
수빈,慧永,Faith,Devotion that strengthens the soul,R
하은,善信,Growth,Endless potential unfolding,V
하윤,恩潾,Growth,Endless potential unfolding,J
하윤,眞浩,Strength,Enduring calm power,R
아린,希周,Light,Purity that brightens hearts,F
예빈,恩宰,Faith,Belief that never falters,J
서윤,賢民,Joy,Gratitude in simple moments,X
예빈,彩宇,Peace,Tranquility that soothes the soul,D
다연,珠昊,Light,Purity that brightens hearts,N
다인,賢泰,Wisdom,Understanding beyond words,S
수빈,京勇,Joy,Gratitude in simple moments,Y
지민,珠宰,Love,Pure affection and kindness,G
민지,慧榮,Harmony,Balance of light and reflection,X
민지,珠允,Peace,Tranquility that soothes the soul,G
지수,映浩,Strength,Inner resilience and confidence,S
채원,恩鎭,Love,Pure affection and kindness,V
유나,慧周,Peace,Serenity of the gentle mind,S
소연,恩俊,Love,Pure affection and kindness,P
하윤,恩俊,Faith,Belief that never falters,P
예진,恩宰,Hope,Endless faith in tomorrow,W
하린,智鎭,Peace,Tranquility that soothes the soul,G
다인,慧基,Beauty,Elegance born from kindness,D
서연,映永,Peace,Serenity of the gentle mind,H
소연,恩宰,Light,Beacon of truth and hope,H
다연,花周,Peace,Serenity of the gentle mind,H
예빈,雅允,Faith,Belief that never falters,S
민지,娜永,Harmony,Unity of the great world,N
지수,潾榮,Kindness,Empathy that heals others,W
지수,雅周,Harmony,Unity of the great world,T
다혜,星勇,Light,Beacon of truth and hope,F
민지,恩潾,Peace,Calmness in every breath,W
예빈,星浩,Strength,Enduring calm power,M
유나,潤成,Love,Warmth that embraces the world,L
예진,京允,Peace,Tranquility that soothes the soul,K
예진,美允,Strength,Enduring calm power,I
다연,希潾,Growth,Evolution through patience,I
소연,賢潤,Wisdom,Mind guided by clarity,R
아린,花基,Harmony,Balance of light and reflection,B
하은,賢允,Joy,Happiness that inspires others,H
하린,希榮,Growth,Endless potential unfolding,R
예진,映浩,Love,Heart filled with compassion,A
채원,恩榮,Joy,Delight that fills the heart,C
유나,潤賢,Faith,Trust built from sincerity,D
다연,雅鎭,Kindness,Empathy that heals others,W
서윤,柔榮,Harmony,Calm coexistence with all things,L
지민,順潾,Growth,Journey of self-discovery,Y
서윤,彩潾,Growth,Endless potential unfolding,H
하린,映基,Peace,Calmness in every breath,A
소연,恩永,Strength,Inner resilience and confidence,C
예진,彩永,Wisdom,Understanding beyond words,M
하은,娜允,Light,Radiance of the inner self,F
지수,眞炫,Growth,Endless potential unfolding,F
아린,美鎭,Beauty,Elegance born from kindness,X
예빈,心浩,Faith,Devotion that strengthens the soul,M
예진,娜昊,Strength,Courage wrapped in gentleness,S
서연,順燦,Wisdom,Grace that enlightens the heart,Y
유진,心賢,Harmony,Calm coexistence with all things,N
지수,希賢,Wisdom,Grace that enlightens the heart,Y
채원,彩允,Light,Radiance of the inner self,P
나연,眞宰,Growth,Evolution through patience,E
서연,柔潤,Faith,Trust built from sincerity,H
유진,珠基,Faith,Belief that never falters,H
다연,京賢,Love,Pure affection and kindness,H
유진,瑛宰,Joy,Gratitude in simple moments,M
유나,京永,Wisdom,Understanding beyond words,E
소연,瑛允,Strength,Courage wrapped in gentleness,E
하은,恩昊,Faith,Devotion that strengthens the soul,S
다연,彩俊,Light,Purity that brightens hearts,G
민지,眞俊,Wisdom,Understanding beyond words,O
다인,恩浩,Growth,Endless potential unfolding,K
유진,心浩,Growth,Evolution through patience,Z
예진,眞潤,Peace,Serenity of the gentle mind,R
하은,彩基,Love,Heart filled with compassion,D
유진,潤基,Beauty,Grace shining like sunlight,J
유진,珠俊,Hope,Promise of brighter days,M
유진,珠信,Kindness,Empathy that heals others,I
예빈,珠弼,Light,Purity that brightens hearts,H
아린,善榮,Love,Warmth that embraces the world,N
다혜,恩昊,Hope,Promise of brighter days,T
민지,賢浩,Faith,Devotion that strengthens the soul,W
하은,彩榮,Hope,Dream that lights the future,G
나연,雅泰,Beauty,Natural charm of serenity,M
하은,恩賢,Growth,Endless potential unfolding,N
지수,柔成,Hope,Promise of brighter days,F
서연,彩浩,Growth,Journey of self-discovery,A
지민,順炫,Kindness,Empathy that heals others,G
지민,瑛浩,Kindness,Generosity in spirit,Y
나연,娜鎭,Growth,Journey of self-discovery,A
수빈,慧鎭,Strength,Enduring calm power,T
예빈,京賢,Strength,Courage wrapped in gentleness,X
지민,映宇,Harmony,Unity of the great world,W
나연,慧成,Light,Purity that brightens hearts,V
나연,智允,Beauty,Elegance born from kindness,O
유나,瑛泰,Love,Pure affection and kindness,T
예빈,慧榮,Harmony,Unity of the great world,M
유진,善宰,Wisdom,Understanding beyond words,B
지수,美民,Growth,Journey of self-discovery,A
서윤,映宰,Kindness,Empathy that heals others,K
하은,京鎭,Beauty,Elegance born from kindness,Z
하린,心潤,Wisdom,Mind guided by clarity,X
채원,珠賢,Harmony,Balance of light and reflection,L
예진,花弼,Kindness,Generosity in spirit,T
유진,珠基,Kindness,Empathy that heals others,F
수빈,柔信,Kindness,A gentle and caring soul,H
나연,京基,Wisdom,Mind guided by clarity,I
유나,花基,Harmony,Calm coexistence with all things,M
하윤,潤昊,Faith,Trust built from sincerity,B
서윤,京民,Beauty,Elegance born from kindness,B
유진,恩燦,Strength,Inner resilience and confidence,B
민지,京成,Love,Pure affection and kindness,D
예빈,美宇,Kindness,A gentle and caring soul,U
하은,恩俊,Strength,Enduring calm power,G
다혜,心基,Love,Warmth that embraces the world,I
예빈,希周,Growth,Journey of self-discovery,J
지수,京哲,Light,Purity that brightens hearts,C
유나,瑛潾,Kindness,Empathy that heals others,D
서연,潤勇,Growth,Journey of self-discovery,G
채원,恩潤,Growth,Evolution through patience,P
하린,恩俊,Peace,Serenity of the gentle mind,F
채원,彩勇,Peace,Serenity of the gentle mind,A
서연,美民,Kindness,Empathy that heals others,V
아린,花哲,Peace,Calmness in every breath,Y
채원,善鎭,Wisdom,Mind guided by clarity,Z
소연,潤昊,Strength,Inner resilience and confidence,M
서윤,美宰,Strength,Courage wrapped in gentleness,M
서윤,恩成,Growth,Evolution through patience,I
다혜,美潾,Light,Purity that brightens hearts,Y
하윤,雅炫,Joy,Gratitude in simple moments,C
유나,善昊,Kindness,Generosity in spirit,T
지민,善永,Hope,Dream that lights the future,I
서연,潤哲,Wisdom,Mind guided by clarity,P
다인,心哲,Wisdom,Mind guided by clarity,R
민지,京宰,Love,Heart filled with compassion,Z
서윤,心潾,Strength,Inner resilience and confidence,F
하린,慧周,Hope,Endless faith in tomorrow,I
아린,星炫,Kindness,Empathy that heals others,G
채원,星鎭,Faith,Belief that never falters,L
서윤,美賢,Harmony,Unity of the great world,I
다연,希成,Strength,Courage wrapped in gentleness,K
유진,潤浩,Strength,Enduring calm power,H
다인,美哲,Hope,Endless faith in tomorrow,R
하린,眞浩,Hope,Promise of brighter days,N
하은,希民,Hope,Promise of brighter days,F
하린,智榮,Growth,Evolution through patience,A
하은,慧榮,Kindness,A gentle and caring soul,O
하린,珠泰,Wisdom,Understanding beyond words,M
서연,恩泰,Harmony,Balance of light and reflection,S
서윤,珠民,Beauty,Natural charm of serenity,Y
수빈,心浩,Peace,Serenity of the gentle mind,W
예진,心允,Light,Purity that brightens hearts,D
지수,潾永,Light,Purity that brightens hearts,L
하은,潤炫,Kindness,Generosity in spirit,T
하윤,娜賢,Faith,Devotion that strengthens the soul,Y
유진,瑛基,Wisdom,Understanding beyond words,N
채원,眞弼,Beauty,Elegance born from kindness,V
예진,瑛成,Hope,Endless faith in tomorrow,H
소연,順允,Wisdom,Mind guided by clarity,I
아린,希泰,Growth,Evolution through patience,S
유나,映允,Peace,Serenity of the gentle mind,J
소연,瑛勇,Hope,Promise of brighter days,E
아린,潤炫,Kindness,Empathy that heals others,K
하윤,恩俊,Beauty,Natural charm of serenity,E
채원,潾炫,Growth,Journey of self-discovery,P
지민,柔泰,Hope,Dream that lights the future,S
아린,心勇,Joy,Happiness that inspires others,M
유나,雅民,Faith,Devotion that strengthens the soul,J
하은,星榮,Light,Beacon of truth and hope,R
예진,瑛弼,Wisdom,Understanding beyond words,Q
