name,hanja,category,meaning
민재,珠潤,Wisdom,Sharp mind and clear judgment
준우,善弼,Honor,Pride guided by righteousness
현우,柔信,Honor,Dignity in every action
준호,善昊,Light,Integrity shining through action
수현,眞勇,Unity,Harmony built on respect
서준,潤勇,Growth,Journey to self-mastery
태윤,希燦,Light,Brightness of a pure heart
태윤,心成,Courage,Bravery in every step
서준,眞潾,Growth,Ambition toward greatness
민준,心潤,Faith,Loyalty beyond time
성민,柔潤,Vision,Purpose that leads forward
수현,花信,Courage,Bravery in every step
현준,映賢,Vision,Imagination shaping tomorrow
서준,瑛哲,Courage,Bravery in every step
현준,京允,Courage,Bravery in every step
하준,星潤,Growth,Patience that nurtures progress
도윤,潾勇,Peace,Balance between will and rest
승우,善宇,Vision,Purpose that leads forward
도현,智勇,Unity,Strength through cooperation
태윤,珠信,Growth,Ambition toward greatness
민재,京民,Light,Brightness of a pure heart
현우,彩賢,Peace,Calm strength in adversity
시우,星宰,Peace,Balance between will and rest
하준,心民,Honor,Pride guided by righteousness
시우,眞俊,Unity,Harmony built on respect
준우,智昊,Vision,Clarity to see beyond
현준,恩燦,Light,Brightness of a pure heart
지훈,順信,Growth,Patience that nurtures progress
준우,瑛賢,Faith,Dedication to truth and honor
도현,星鎭,Strength,Unshakable courage and will
승우,彩昊,Hope,Faith in endless possibility
서준,潤榮,Honor,Moral integrity unbroken
태윤,花基,Honor,Moral integrity unbroken
태윤,映鎭,Honor,Pride guided by righteousness
현준,彩鎭,Wisdom,Sharp mind and clear judgment
수현,彩榮,Hope,Vision for a better future
태윤,善信,Honor,Moral integrity unbroken
민준,雅榮,Unity,Harmony built on respect
준우,恩勇,Peace,Tranquil heart of a leader
도윤,彩昊,Courage,Will to face all trials
서준,慧昊,Honor,Pride guided by righteousness
도현,賢炫,Vision,Imagination shaping tomorrow
성민,智潤,Justice,Principle above all things
준우,眞潾,Vision,Imagination shaping tomorrow
도윤,美炫,Unity,Strength through cooperation
지훈,彩民,Vision,Imagination shaping tomorrow
재윤,善宰,Faith,Unwavering belief and trust
성민,珠昊,Vision,Imagination shaping tomorrow
재윤,京泰,Growth,Patience that nurtures progress
도현,瑛潤,Faith,Loyalty beyond time
현준,善泰,Wisdom,Insight born from experience
도현,娜榮,Growth,Journey to self-mastery
도윤,雅宇,Vision,Imagination shaping tomorrow
지호,美允,Vision,Clarity to see beyond
민재,善允,Peace,Calm strength in adversity
재윤,美勇,Light,Integrity shining through action
수현,心榮,Wisdom,Insight born from experience
수현,柔潤,Faith,Dedication to truth and honor
지호,潤潤,Justice,Principle above all things
지훈,恩允,Courage,Bravery in every step
현우,賢基,Hope,Vision for a better future
현우,恩永,Justice,Fairness guiding decisions
성민,賢永,Faith,Dedication to truth and honor
도윤,柔潤,Light,Clarity that guides others
지훈,京鎭,Courage,Bravery in every step
현준,潾哲,Light,Clarity that guides others
수현,珠炫,Wisdom,Understanding that leads others
시우,恩昊,Unity,Strength through cooperation
태윤,恩潤,Wisdom,Sharp mind and clear judgment
준호,映泰,Growth,Journey to self-mastery
유준,珠潤,Strength,Enduring force of conviction
시우,潤俊,Peace,Tranquil heart of a leader
성민,花俊,Faith,Unwavering belief and trust
우진,娜榮,Light,Integrity shining through action
우진,潤基,Unity,Connection that bridges hearts
하준,星弼,Peace,Balance between will and rest
수현,星俊,Honor,Pride guided by righteousness
지훈,順燦,Faith,Dedication to truth and honor
민재,京昊,Strength,Enduring force of conviction
시우,瑛浩,Justice,Fairness guiding decisions
수현,希賢,Justice,Fairness guiding decisions
민준,彩哲,Light,Integrity shining through action
준우,善泰,Vision,Clarity to see beyond
도현,柔允,Justice,Principle above all things
성민,潤榮,Strength,Enduring force of conviction
준호,瑛成,Strength,Power built from perseverance
시우,希宇,Light,Integrity shining through action
도윤,星浩,Hope,Vision for a better future
서준,彩賢,Unity,Strength through cooperation
준우,雅宰,Peace,Calm strength in adversity
도현,賢鎭,Light,Clarity that guides others
유준,心宇,Light,Brightness of a pure heart
서준,善燦,Faith,Dedication to truth and honor
시우,柔哲,Light,Clarity that guides others
준우,雅昊,Justice,Truth as the foundation
서준,善宰,Unity,Harmony built on respect
준우,智基,Strength,Enduring force of conviction
민준,慧民,Unity,Harmony built on respect
수현,瑛賢,Faith,Dedication to truth and honor
우진,彩鎭,Strength,Enduring force of conviction
승우,美周,Vision,Clarity to see beyond
현준,善潾,Hope,Vision for a better future
태윤,星燦,Courage,Fearless pursuit of right
성민,心浩,Light,Brightness of a pure heart
태윤,娜泰,Honor,Moral integrity unbroken
재윤,心勇,Courage,Will to face all trials
서준,柔允,Wisdom,Insight born from experience
지훈,美浩,Peace,Calm strength in adversity
도현,彩燦,Peace,Calm strength in adversity
도현,京潾,Light,Integrity shining through action
유준,珠榮,Wisdom,Sharp mind and clear judgment
하준,賢哲,Peace,Balance between will and rest
지호,潾潾,Faith,Loyalty beyond time
유준,眞勇,Wisdom,Sharp mind and clear judgment
도윤,心榮,Unity,Connection that bridges hearts
우진,慧燦,Unity,Connection that bridges hearts
준우,星勇,Growth,Journey to self-mastery
현우,希浩,Justice,Principle above all things
우진,眞哲,Courage,Fearless pursuit of right
민준,彩潾,Growth,Journey to self-mastery
시우,映民,Unity,Strength through cooperation
현준,柔哲,Justice,Truth as the foundation
하준,柔宇,Vision,Clarity to see beyond
지호,潤昊,Vision,Purpose that leads forward
서준,智浩,Hope,Vision for a better future
도윤,珠哲,Light,Integrity shining through action
준우,花民,Honor,Pride guided by righteousness
민재,心永,Strength,Power built from perseverance
민재,智信,Wisdom,Sharp mind and clear judgment
준우,慧浩,Unity,Connection that bridges hearts
승우,雅鎭,Vision,Purpose that leads forward
지훈,映昊,Courage,Will to face all trials
서준,慧民,Honor,Moral integrity unbroken
하준,柔潤,Light,Integrity shining through action
유준,善泰,Growth,Journey to self-mastery
서준,柔俊,Strength,Power built from perseverance
현준,雅宇,Vision,Purpose that leads forward
도현,智潾,Light,Clarity that guides others
지호,映哲,Courage,Fearless pursuit of right
우진,善宇,Justice,Principle above all things
시우,賢潾,Unity,Harmony built on respect
현우,希榮,Vision,Imagination shaping tomorrow
서준,珠宇,Honor,Moral integrity unbroken
준호,善宇,Growth,Journey to self-mastery
현우,花勇,Unity,Strength through cooperation
재윤,柔炫,Wisdom,Understanding that leads others
수현,善弼,Hope,Optimism in every challenge
현준,柔允,Faith,Unwavering belief and trust
준우,心潤,Hope,Vision for a better future
승우,彩潤,Unity,Strength through cooperation
준호,彩哲,Peace,Calm strength in adversity
재윤,花民,Hope,Optimism in every challenge
민준,珠榮,Vision,Clarity to see beyond
수현,映弼,Peace,Calm strength in adversity
현준,心勇,Vision,Clarity to see beyond
현우,潾昊,Strength,Enduring force of conviction
도윤,希成,Justice,Truth as the foundation
하준,映榮,Faith,Dedication to truth and honor
하준,京潤,Wisdom,Understanding that leads others
수현,順允,Unity,Harmony built on respect
하준,映賢,Justice,Truth as the foundation
태윤,希燦,Unity,Harmony built on respect
우진,眞潤,Growth,Ambition toward greatness
민재,潤鎭,Peace,Balance between will and rest
준호,賢民,Unity,Harmony built on respect
민재,娜炫,Wisdom,Understanding that leads others
민재,雅榮,Peace,Balance between will and rest
도윤,恩勇,Wisdom,Insight born from experience
지호,瑛俊,Faith,Loyalty beyond time
준호,順勇,Courage,Fearless pursuit of right
하준,順信,Peace,Balance between will and rest
준우,賢昊,Growth,Patience that nurtures progress
승우,珠成,Unity,Harmony built on respect
지호,善宰,Growth,Patience that nurtures progress
준우,星賢,Strength,Unshakable courage and will
시우,雅宰,Justice,Principle above all things
민재,賢周,Hope,Vision for a better future
현우,眞成,Unity,Harmony built on respect
준우,彩賢,Honor,Moral integrity unbroken
수현,希民,Hope,Optimism in every challenge
민재,希俊,Strength,Unshakable courage and will
도현,柔周,Light,Brightness of a pure heart
유준,潤榮,Wisdom,Insight born from experience
서준,映勇,Strength,Enduring force of conviction
준우,星宇,Unity,Harmony built on respect
하준,珠燦,Unity,Strength through cooperation
하준,善信,Justice,Truth as the foundation
유준,潤基,Peace,Tranquil heart of a leader
지호,恩宇,Unity,Harmony built on respect
준우,潾周,Justice,Fairness guiding decisions
승우,京弼,Growth,Patience that nurtures progress
재윤,美永,Light,Clarity that guides others
수현,映允,Unity,Connection that bridges hearts
현우,星泰,Strength,Unshakable courage and will
승우,眞宰,Vision,Purpose that leads forward
도윤,恩炫,Wisdom,Sharp mind and clear judgment
민준,彩宰,Strength,Power built from perseverance
수현,柔允,Faith,Loyalty beyond time
승우,善哲,Peace,Balance between will and rest
수현,智賢,Unity,Strength through cooperation
현준,智信,Honor,Dignity in every action
지훈,彩宇,Justice,Fairness guiding decisions
민재,心潤,Courage,Bravery in every step
준호,智宰,Light,Integrity shining through action
성민,恩勇,Faith,Dedication to truth and honor
성민,希炫,Honor,Dignity in every action
승우,心信,Vision,Purpose that leads forward
민재,眞賢,Growth,Patience that nurtures progress
서준,眞弼,Hope,Vision for a better future
우진,娜信,Justice,Principle above all things
도윤,雅成,Faith,Dedication to truth and honor
하준,恩昊,Wisdom,Insight born from experience
민재,恩民,Light,Clarity that guides others
승우,恩哲,Hope,Faith in endless possibility
민준,花允,Unity,Connection that bridges hearts
도윤,順宇,Honor,Pride guided by righteousness
수현,眞燦,Faith,Unwavering belief and trust
도현,京潾,Strength,Enduring force of conviction
하준,恩成,Faith,Dedication to truth and honor
시우,眞潾,Honor,Moral integrity unbroken
우진,映民,Justice,Truth as the foundation
준호,智基,Courage,Bravery in every step
도윤,潾炫,Justice,Principle above all things
준우,娜炫,Strength,Enduring force of conviction
수현,柔炫,Unity,Strength through cooperation
재윤,星信,Wisdom,Sharp mind and clear judgment
도현,柔民,Vision,Purpose that leads forward
재윤,映炫,Justice,Principle above all things
도윤,瑛勇,Growth,Patience that nurtures progress
도현,珠燦,Growth,Patience that nurtures progress
현준,彩賢,Growth,Journey to self-mastery
유준,彩允,Honor,Moral integrity unbroken
준우,柔炫,Peace,Tranquil heart of a leader
지훈,娜成,Honor,Pride guided by righteousness
유준,娜燦,Wisdom,Insight born from experience
하준,雅潾,Wisdom,Sharp mind and clear judgment
민재,心宇,Strength,Enduring force of conviction
지호,京炫,Light,Brightness of a pure heart
현우,京賢,Growth,Journey to self-mastery
민재,恩弼,Faith,Unwavering belief and trust
서준,順浩,Growth,Journey to self-mastery
현준,珠潾,Peace,Calm strength in adversity
시우,賢民,Courage,Fearless pursuit of right
지호,娜永,Justice,Fairness guiding decisions
서준,希民,Light,Clarity that guides others
성민,京宇,Strength,Power built from perseverance
하준,心允,Light,Clarity that guides others
승우,慧俊,Justice,Principle above all things
승우,眞勇,Justice,Truth as the foundation
유준,星俊,Courage,Bravery in every step
도현,花民,Faith,Dedication to truth and honor
하준,智弼,Growth,Journey to self-mastery
현우,映民,Justice,Fairness guiding decisions
유준,京俊,Courage,Bravery in every step
우진,彩宇,Unity,Connection that bridges hearts
현우,恩泰,Strength,Unshakable courage and will
하준,映永,Honor,Moral integrity unbroken
승우,慧炫,Wisdom,Insight born from experience
현준,柔周,Light,Brightness of a pure heart
시우,柔永,Vision,Clarity to see beyond
서준,善昊,Growth,Patience that nurtures progress
지호,心宰,Peace,Balance between will and rest
수현,娜泰,Vision,Imagination shaping tomorrow
승우,珠浩,Growth,Patience that nurtures progress
수현,瑛信,Peace,Calm strength in adversity
도윤,潤哲,Light,Clarity that guides others
재윤,雅成,Strength,Enduring force of conviction
승우,潾允,Strength,Enduring force of conviction
유준,心燦,Strength,Power built from perseverance
서준,映宰,Growth,Journey to self-mastery
지호,希燦,Vision,Purpose that leads forward
지훈,娜勇,Faith,Dedication to truth and honor
준호,珠鎭,Honor,Moral integrity unbroken
유준,彩宇,Growth,Patience that nurtures progress
준호,慧泰,Light,Integrity shining through action
우진,恩俊,Honor,Dignity in every action
민재,娜民,Strength,Unshakable courage and will
하준,慧鎭,Growth,Patience that nurtures progress
승우,娜潾,Unity,Connection that bridges hearts
유준,映勇,Faith,Unwavering belief and trust
민재,娜潾,Faith,Dedication to truth and honor
민준,映弼,Faith,Dedication to truth and honor
도윤,順賢,Light,Integrity shining through action
성민,智基,Wisdom,Sharp mind and clear judgment
도현,潾潤,Courage,Bravery in every step
도윤,娜哲,Peace,Tranquil heart of a leader
수현,娜浩,Honor,Moral integrity unbroken
수현,雅周,Wisdom,Sharp mind and clear judgment
성민,花炫,Strength,Power built from perseverance
승우,恩俊,Vision,Imagination shaping tomorrow
태윤,恩昊,Unity,Connection that bridges hearts
수현,賢周,Vision,Purpose that leads forward
우진,瑛成,Faith,Dedication to truth and honor
하준,恩泰,Justice,Fairness guiding decisions
수현,慧浩,Honor,Pride guided by righteousness
승우,瑛潾,Faith,Dedication to truth and honor
유준,彩賢,Faith,Dedication to truth and honor
지호,希潤,Faith,Unwavering belief and trust
민재,心勇,Peace,Balance between will and rest
민재,瑛弼,Vision,Imagination shaping tomorrow
민준,恩昊,Vision,Clarity to see beyond
서준,京浩,Vision,Purpose that leads forward
도윤,珠永,Justice,Principle above all things
준우,彩炫,Justice,Fairness guiding decisions
유준,雅信,Peace,Calm strength in adversity
현우,珠浩,Vision,Imagination shaping tomorrow
준호,希昊,Peace,Balance between will and rest
승우,眞泰,Justice,Principle above all things
현우,賢勇,Honor,Dignity in every action
지훈,京周,Justice,Fairness guiding decisions
서준,眞周,Strength,Unshakable courage and will
성민,映永,Faith,Loyalty beyond time
재윤,眞周,Peace,Calm strength in adversity
준호,潤基,Honor,Moral integrity unbroken
시우,星宰,Growth,Journey to self-mastery
수현,瑛允,Unity,Harmony built on respect
성민,瑛基,Faith,Unwavering belief and trust
시우,智基,Vision,Purpose that leads forward
지호,心炫,Light,Integrity shining through action
민재,潤俊,Honor,Moral integrity unbroken
도현,娜勇,Strength,Enduring force of conviction
하준,美泰,Growth,Journey to self-mastery
지호,心民,Vision,Imagination shaping tomorrow
시우,希炫,Light,Brightness of a pure heart
지호,慧俊,Strength,Power built from perseverance
민준,潤民,Vision,Clarity to see beyond
수현,善勇,Light,Brightness of a pure heart
지호,慧昊,Hope,Faith in endless possibility
성민,心民,Light,Integrity shining through action
지호,花勇,Justice,Fairness guiding decisions
유준,京潾,Growth,Journey to self-mastery
재윤,柔俊,Justice,Truth as the foundation
준호,恩弼,Justice,Fairness guiding decisions
도현,柔泰,Peace,Balance between will and rest
지호,順炫,Justice,Principle above all things
유준,柔弼,Courage,Will to face all trials
서준,娜潾,Justice,Fairness guiding decisions
승우,花潾,Peace,Calm strength in adversity
준호,珠成,Light,Brightness of a pure heart
수현,瑛炫,Peace,Balance between will and rest
우진,慧永,Unity,Connection that bridges hearts
지훈,娜弼,Unity,Connection that bridges hearts
성민,花成,Courage,Will to face all trials
준우,恩永,Strength,Unshakable courage and will
수현,美哲,Wisdom,Insight born from experience
수현,心潾,Light,Integrity shining through action
현우,瑛炫,Faith,Loyalty beyond time
유준,慧勇,Unity,Connection that bridges hearts
도현,柔宰,Honor,Pride guided by righteousness
현준,映周,Light,Clarity that guides others
하준,京民,Vision,Purpose that leads forward
민재,柔潾,Hope,Optimism in every challenge
준우,恩昊,Light,Brightness of a pure heart
준호,星賢,Justice,Truth as the foundation
하준,智榮,Hope,Optimism in every challenge
민준,恩昊,Courage,Bravery in every step
현준,善弼,Vision,Imagination shaping tomorrow
우진,希信,Unity,Harmony built on respect
도윤,希潾,Vision,Clarity to see beyond
수현,雅潤,Light,Brightness of a pure heart
현준,珠潾,Growth,Patience that nurtures progress
수현,慧燦,Hope,Vision for a better future
수현,彩宰,Light,Brightness of a pure heart
현준,順弼,Courage,Will to face all trials
민준,善昊,Faith,Unwavering belief and trust
하준,星允,Justice,Fairness guiding decisions
유준,智泰,Honor,Moral integrity unbroken
수현,心信,Faith,Loyalty beyond time
지훈,潤哲,Unity,Strength through cooperation
도윤,花燦,Vision,Imagination shaping tomorrow
현우,希浩,Hope,Faith in endless possibility
도현,娜周,Courage,Bravery in every step
지호,美哲,Vision,Imagination shaping tomorrow
유준,眞弼,Honor,Moral integrity unbroken
성민,瑛基,Courage,Will to face all trials
태윤,心永,Courage,Fearless pursuit of right
유준,雅昊,Justice,Principle above all things
현준,娜勇,Courage,Bravery in every step
태윤,心昊,Justice,Truth as the foundation
준호,花潾,Faith,Loyalty beyond time
지훈,美弼,Peace,Tranquil heart of a leader
수현,星潤,Courage,Bravery in every step
하준,希鎭,Hope,Optimism in every challenge
지훈,娜民,Justice,Fairness guiding decisions
현우,娜基,Justice,Fairness guiding decisions
우진,善賢,Justice,Truth as the foundation
지훈,善勇,Vision,Imagination shaping tomorrow
하준,順燦,Hope,Vision for a better future
하준,瑛允,Faith,Dedication to truth and honor
재윤,娜勇,Hope,Optimism in every challenge
유준,順燦,Justice,Fairness guiding decisions
서준,雅信,Growth,Patience that nurtures progress
재윤,潤宰,Justice,Fairness guiding decisions
태윤,順弼,Wisdom,Insight born from experience
도현,慧賢,Light,Integrity shining through action
우진,恩民,Unity,Connection that bridges hearts
준호,恩勇,Peace,Balance between will and rest
도현,映鎭,Hope,Faith in endless possibility
시우,珠榮,Faith,Loyalty beyond time
도윤,善鎭,Hope,Optimism in every challenge
태윤,雅燦,Growth,Patience that nurtures progress
재윤,潾允,Courage,Will to face all trials
수현,潤允,Unity,Harmony built on respect
시우,潾成,Vision,Purpose that leads forward
현우,順宇,Strength,Power built from perseverance
도현,花宇,Vision,Imagination shaping tomorrow
민재,雅基,Peace,Calm strength in adversity
준호,恩浩,Strength,Unshakable courage and will
현준,雅鎭,Faith,Loyalty beyond time
시우,心俊,Wisdom,Sharp mind and clear judgment
민재,希勇,Justice,Truth as the foundation
성민,雅昊,Courage,Bravery in every step
재윤,珠宇,Peace,Calm strength in adversity
민재,彩基,Strength,Unshakable courage and will
재윤,映允,Peace,Tranquil heart of a leader
승우,柔炫,Faith,Unwavering belief and trust
시우,智潾,Hope,Optimism in every challenge
재윤,潾昊,Honor,Moral integrity unbroken
재윤,順昊,Growth,Ambition toward greatness
민재,賢弼,Strength,Power built from perseverance
시우,娜潤,Strength,Unshakable courage and will
준우,希榮,Honor,Moral integrity unbroken
준호,京宰,Growth,Patience that nurtures progress
현준,映潤,Strength,Unshakable courage and will
민준,恩潤,Wisdom,Insight born from experience
하준,星潤,Peace,Tranquil heart of a leader
우진,恩賢,Honor,Moral integrity unbroken
준호,恩信,Justice,Principle above all things
준우,珠炫,Courage,Will to face all trials
준호,潤賢,Courage,Fearless pursuit of right
유준,恩潤,Strength,Enduring force of conviction
현우,潾勇,Peace,Calm strength in adversity
준호,潤泰,Faith,Loyalty beyond time
도현,花鎭,Light,Integrity shining through action
현준,希哲,Justice,Truth as the foundation
지훈,珠俊,Courage,Fearless pursuit of right
도현,希榮,Unity,Strength through cooperation
현준,恩信,Justice,Principle above all things
서준,希炫,Hope,Faith in endless possibility
민준,恩泰,Justice,Principle above all things
도현,恩燦,Peace,Calm strength in adversity
서준,智潾,Unity,Strength through cooperation
도현,潤宰,Justice,Fairness guiding decisions
준호,智炫,Courage,Fearless pursuit of right
승우,星榮,Strength,Unshakable courage and will
지호,眞潾,Faith,Unwavering belief and trust
준호,順勇,Strength,Enduring force of conviction
우진,美鎭,Growth,Ambition toward greatness
승우,映民,Peace,Balance between will and rest
민재,眞民,Unity,Connection that bridges hearts
승우,賢潤,Honor,Dignity in every action
민재,恩炫,Courage,Bravery in every step
준호,順永,Honor,Dignity in every action
태윤,花民,Unity,Strength through cooperation
준우,賢基,Honor,Moral integrity unbroken
하준,智周,Honor,Dignity in every action
승우,瑛泰,Light,Clarity that guides others
민준,雅宇,Wisdom,Understanding that leads others
도윤,潤鎭,Strength,Unshakable courage and will
도윤,恩宰,Vision,Clarity to see beyond
수현,映燦,Honor,Moral integrity unbroken
우진,花基,Justice,Fairness guiding decisions
준호,彩潾,Peace,Tranquil heart of a leader
서준,心賢,Wisdom,Sharp mind and clear judgment
도현,慧宇,Honor,Dignity in every action
도현,潤信,Peace,Balance between will and rest
승우,柔哲,Hope,Vision for a better future
민재,潾勇,Courage,Bravery in every step
도윤,花基,Faith,Dedication to truth and honor
태윤,娜鎭,Honor,Pride guided by righteousness
수현,潾宰,Honor,Moral integrity unbroken
지호,潤勇,Wisdom,Sharp mind and clear judgment
준우,潤勇,Unity,Harmony built on respect
준우,心宰,Light,Brightness of a pure heart
지호,智潾,Strength,Power built from perseverance
수현,彩勇,Strength,Unshakable courage and will
도현,順哲,Honor,Pride guided by righteousness
우진,賢成,Unity,Harmony built on respect
현우,彩宇,Wisdom,Insight born from experience
준호,恩潤,Growth,Patience that nurtures progress
도윤,恩民,Strength,Enduring force of conviction
수현,順浩,Justice,Fairness guiding decisions
재윤,柔民,Growth,Patience that nurtures progress
승우,娜周,Strength,Enduring force of conviction
민준,柔俊,Honor,Moral integrity unbroken
현준,潤俊,Hope,Faith in endless possibility
현준,希宇,Honor,Dignity in every action
지호,潤永,Courage,Will to face all trials
하준,順允,Strength,Power built from perseverance
성민,心基,Hope,Vision for a better future
승우,娜宇,Vision,Imagination shaping tomorrow
승우,心炫,Justice,Truth as the foundation
태윤,星宇,Growth,Patience that nurtures progress
도현,雅潤,Growth,Patience that nurtures progress
도윤,彩信,Vision,Imagination shaping tomorrow
도윤,心炫,Light,Clarity that guides others
하준,花基,Faith,Unwavering belief and trust
수현,潾泰,Justice,Truth as the foundation
현우,柔永,Honor,Moral integrity unbroken
하준,美鎭,Courage,Bravery in every step
